Thread ID,Comment
Ugw4zSBamPgz5IOaX2R4AaABAg,Had iPhones for a while then with the price of the iPhone X i thought thats ridiculous i go to Android and got myself a galaxy s9 and a while later a s20 and didnt regret that at the time but then samsung&#39;s prices were pretty much the same and i kind of liked the new look of the iphone 13 pro so i went back to apple and i was SO HAPPY. i didnt realize it when going from apple to samsung but when i came back i realized how much smoother and better iOS feels compared to android. im happy that i made the switch to android in the past because now i can actually judge both sides and i can not imagine ever going back to android especially since apple has a lot of the features that i always missed back in the days like an actual file explorer for example and samsung starts to remove everything that made them better before like having a slot for an sd card or removable batteries
UgxXpsuZhQu5NkwhfkN4AaABAg,Whats the point of buying this phone if its basically the same thing lol
UgyUmVtQUYb5v84DNax4AaABAg,"No matter how much money you make bro, stay humble. Never forget where you came from. Gl kid."
Ugwuc5kl1-bfX8ZnFC14AaABAg,Please do some freeaway giveaways..
Ugzd0FWPCGnGhedvzNV4AaABAg,On a different note: I&#39;d like to have a Razr Fold. I have the Razr plus and would like to see what they could do with a Fold
UgxNIbEiqvf6ZquQksp4AaABAg,Am I the only one who doesn’t really watch his tech reviews anymore? I like The Studio and WaveForm more.
UgwRL2EVEaiIBmfTRiJ4AaABAg,guy is telling there’s nothing changed and then keeps on telling .. okay this is actually better or that is actually better <br><br>what’s with the prejudice?
Ugzl6OGvF7XH5R4Al9d4AaABAg,I don&#39;t get it. This is nearly every phone ever. Mostly the same with a few minor improvements.
UgwdeuoaMQiEYZlQjDN4AaABAg,"I won&#39;t consider the Z Fold until it has the ultra&#39;s camera and battery. Not willing to give that up, but I guess there is always next year!"
Ugx0_EfzyNRBqDGFygd4AaABAg,Definitely sticking to my Fold4. I&#39;ll wait for next gen
UgxdMfka9pi7jNMFc9d4AaABAg,"New hinge is important. I loved my Zflip 3 but the redesigned hinge on the 4 is garbage. I abused the heck out of my flip 3 and it was fine, but a coffee-table drop onto hardwood broke the hinge of my flip 4 twice."
UgzvktFcWSNyzzKCIGJ4AaABAg,"I got the Flip5 for $50, so I can&#39;t complain!"
UgywLrzOkWtv3gCDveh4AaABAg,Let just say Samsung just taking a chapter out of Apple playbook. Why put everything in these foldable phones now then by doing so. Nobody would see any reason to upgrade. I’m pretty sure they’re be checking on how Google new wider shorter foldable phone sells. Then they probably will go in that direction because frankly there nothing. That I see that would make me trade my Galaxy s22 for the Z Fold 5. Personally if Xfinity mobile was selling the Google Pixel fold I would trade up in a minute.
UgymOgw9t5uh9PiKFph4AaABAg,I feel I should stay with my ultra 23 I do love how the folds look
UgyhKg60AzUO6cv2O0h4AaABAg,"The entire reason i used the Fold3, Fold4 and will be getting the Fold5 is because of the candybar design of the front screen! hard to find a flagship phone that can fit tiny hands"
Ugz6f_FrbYjR7-BPyCp4AaABAg,"I don&#39;t know how to feel about the phone industry anymore, I&#39;ve been holding on to my note 9 hoping for something interesting to happen in the industry but i get the feeling that moment isn&#39;t coming"
Ugx2E7i7jzbIcwCeu114AaABAg,I have a flip 4 and cant wait to upgrade to the zflip5. That gap when folded was a pain but love this phone
UgyTZWCARJPYvAGONCx4AaABAg,Oppo has the best hardware and Samsung has the best software
UgzJBaQiqoh_eAAuDcJ4AaABAg,Impressive👍
UgzfsPljo46sD_Vjs9Z4AaABAg,moto’s razr+ actually looks and feels better than the flip 5 . we got the demos in our store and side by side .. I’d go moto
UgzT9qxnyT0lRzmrVAJ4AaABAg,"Am I the only one that hates the outer screen design on the flip? Personally, I would rather have a 3rd camera for telephoto than that tiny bit of extra screen"
UgyM5W1BvUZsUdBFEml4AaABAg,What a letdown. I guess I&#39;m saving my money on the Z fold 5.
UgwkqOEeSW7asX4zpcN4AaABAg,"I&#39;m glad they kep the narrow cover screen. For me the narrow screen is perfect for one handed use. Swyping for the keyboard and scrolling simple text content. If I need to use 2 hands or browsing any other content I&#39;m opening the fold anyways.<br><br>And even more importantly I think the final aspect ratio for the open fold is way more functional than the pixel both for watching content and multitasking.  For content especially, both phones will end up with black bars but the pixel wastes the majority of the screen."
UgxB7UHzigS5EKj1MPJ4AaABAg,Few things say &#39;murican like zeeeeeeeeeeeeee.
UgzyCnZds9_GSEhfjt54AaABAg,"Fold 3 user here. So, on one hand I actually really like Samsung&#39;s form factor, and I hope it stays the same or similar to how it is now. But on the other hand, I want exactly what you said: bigger battery, S-Pen slot, better cameras, just SOMETHING. I mean, the 4 isn&#39;t much different from the 3 I have, and the 4 is barely different from the 5, so basically I don&#39;t even know if it&#39;s worth upgrading to the 5 from the 3."
UgxATIaJI2xCMKCHEJR4AaABAg,You need to try the Vivo Xfold 2 or a Honor Magic V2 or a Huawei Mate X3.
UgyqHGnJxQmMiMRpjrx4AaABAg,Well it’s just the same review 😂😂
UgxZcKa4gW1PNjlmBC14AaABAg,Boring!
Ugz2AFdduhvjpZkSbDp4AaABAg,"So I bought the pixel fold. I really like it, but Samsung decided to give amazing trade deals. So I pre-ordered it, just in case it is better than the pixel.  So we will see how good the chip set is. If it blows my mind I&#39;ll keep it. If it is just ok. Then the pixel stays."
UgzAQictRzLKw6AMf1N4AaABAg,Waiting on the Watch 6 Impressions
Ugzz2GrsEAuSXWHKpRx4AaABAg,"Who else caught &quot;mkbhd wallpaper app&quot; at <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=2m40s"">2:40</a> <br>Wonder if hes making an app"
UgzH5FVAC9fSLdKQwBZ4AaABAg,"If Moto would just get better at software updates, I would be all over the RAZR+. The Samsung folds and flips look boring when compared."
UgwmgXBQ_JU-2oZ4_jV4AaABAg,"I had hoped it was going to be much greater improvement. It continues to be a no from me. If they want my money, must do better."
UgyN_MG01aWQSLsa3uV4AaABAg,man that spanish audio track is not very good. it feels AI or something automated.
UgwH-3XGZtRwM0rkrOV4AaABAg,"Just gonna casually leave this nitpick here 🌚 <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m06s"">5:06</a> They showed the animation of a Fold while Marques said Flip and vice versa. Okie Bei 🏃‍♀️"
UgzXJTd-P8sU_QjIt7N4AaABAg,"I’m wondering if maybe they just put all their budget into refining the folding part itself, and also guessing that maybe it’s still in the phase of seeing if people will actually buy this in good enough numbers, to determine if they should pivot or keep going"
UgxbjgMbhY6W4_ubo6t4AaABAg,I actually like the size of the fold as is. It’s easier to manage with one hand and easier to read long messages on.
Ugz-VkrO2xcUkMA69Fd4AaABAg,Microsoft Duo did it first and better.
UgzLCpi4cPecj6nS9Ml4AaABAg,Apple equals the king of settling in. Same design and product how many years straight?  Even though iPhones have become boring they still outsell all other phones. So maybe Samsung is on to something.
Ugxr205i8zaRQoVA_Vx4AaABAg,All android’s can’t handle Texas Heat. Apple does better in extreme heat
Ugz3YH6lJhpitbz651l4AaABAg,Its a shame that the prices are not dropping for it
UgzVuTAL5bATYLg25Jd4AaABAg,Odio la traducción al español automática... asco
UgxhNhMwQ8hsyThaXJR4AaABAg,Samsung releases the same phone: everyone still the same as last year😴<br><br>Apple releases the same phone for the next 5 years: everyone Yeah🥳🤯!!!!
UgyYZLSzmTLXpVe9Qd14AaABAg,"My wife has the Fold 4 and loves it. Perfect for her, she can fit it in her pocket, and easy to use."
Ugw2yiGkiGqpl_pOZWh4AaABAg,"I&#39;ve gotta say man, I&#39;m very happy for your success. Just goes to show that true hard work and dedication can really pay off. Keep on slaying, man!"
UgxPgP7HX7A6A5YZ8r54AaABAg,🤘😁🤘
Ugz0beP_J15NBSQGhGJ4AaABAg,No the apple way. Upgrade a little and wait
UgwEhxsUMMzu8gtAmj54AaABAg,I love that Motorola did it better.
Ugxf79_4NHlAxlJH_-B4AaABAg,"Experienced Fold 2 and Fold 4, both folding screens cracked in the middle within 6 to 9 months. Samsung refused to honor warranty and had to pay for the screen replacement. Lousy experience."
UgzxjEoO75gyHQP_pW94AaABAg,"Ive got a fold as my main phone, not very good for gaming. Front screen is too condensed, and inner too big."
UgxNadaqdV7zQwU5eTp4AaABAg,Samsung is the best
UgzW_9jRzpaAZgXnjNl4AaABAg,I dislike the crease... for a longterm usage this one is problematic
UgyhPixrwxKtO1x39FV4AaABAg,yo why is this in spanish
UgzueEPpibj8SaHcBSh4AaABAg,Next year will be the real battle for these foldables. Can’t wait.
UgwX2TmH9Teutu-yWop4AaABAg,"I wonder if Samsung is holding out in anticipation for a strong competitor. Then they&#39;ll start releasing amazing updates like a better battery, better camera, and an S-Pen slot on the phone.."
Ugw4HXiNSCyTM8Tc8TZ4AaABAg,That passport idea sounds quite interesting
UgyLs_iqISMAVqbBzhZ4AaABAg,"if only the cameras would be upgraded to a flagship phone cameras, I&#39;d be sold. Maybe I&#39;ll wait till the fold 6, been waiting since the first fold came out, currently happy with s22 ultra"
UgyiKiMhu3XxdCLxlGV4AaABAg,"I think, they&#39;ve lost the game with Z5 with such a few improvements. I am waiting the new honor fold to come to Europe."
Ugy3Ta6wLgMnJl1GRhl4AaABAg,Samsung users crap on apple for “not having many changes” but when Samsung does it it’s really neat that they are “settling in” 🤣
UgzxCEE1TPNDuFfVjCR4AaABAg,I wish Samsung changes the form factor of the fold. The pixel and oppo folds are what i think has better form factor..
UgweigYsfkWRarzW3Ld4AaABAg,Motorola still the best 🔥
UgxGv1GJ6ZhZZtM96EV4AaABAg,😅
UgwcuFSuh88878onziZ4AaABAg,What the heck! The audio is Spanish dubbed 😢 I&#39;ll look the adjustments menu.
UgxTLxsfcS0pgDblFG94AaABAg,Damnnn they’re already on number 5
Ugz8tBDt4Liu3SdbTVh4AaABAg,С удовольствием смотрю ваши ролики
Ugzp5p3CQc1U9zdTWM54AaABAg,Samsung knows they got their fanboys like Apple and just settles
UgyCnOXVlL5_qJnROqN4AaABAg,Being flat is big upgrade dude.. anything else nothing much yeah but still this is a thing that&#39;ll carry over..
UgysC453CclfRKvi-dx4AaABAg,We’re at a point of phone innovation once again where we resolve to gimmicks rather than actual innovation. Really ripe for disruption.
Ugy1CnK0oCw_ZEQ0zTR4AaABAg,"It&#39;s been a while since you&#39;ve showcased a budget smartphone, could you do a video on the state of budget smartphones currently, because the other half of your mantra, &quot;cheap phones are getting good&quot;, is slowly perishing as even budget phones are getting more expensive."
UgzbQIFQC15lKS5z5lN4AaABAg,"My best advice is don&#39;t buy the fold 5. Or flip. If you are a heavy gamer... This piece of garbage will not last 12 months, if u r lucky.. Mine died at 6 months. Fixed n died another 12 months later... Cos I played another game that causes it to heat up. The WiFi will stop functioning as the first hint, follow by not being able to hot-spot. Then ending with the black screen of death. Only the outer screen works. So don&#39;t bother buying, if u play games. Really fragile, heat weak mobile. Disappointing, n cheated by Samsung. So... Beware guys n gals. 😢"
UgxKsuefAF3MbTFpaM54AaABAg,S23 ultra is still the beat design.
UgwybjMdw-io6HXBPyR4AaABAg,5th generation prototypes..those creases.
UgwkDtEF2Nkvut_8But4AaABAg,"I&#39;ve had a fold4 since day one and I just pre-ordered a flip5. The fold is awesome and amazing for content consumption and multi tasking, but the compromises you have to make to carry a tablet sized foldable are just not worth it for me as of now. Still a huge fan though! Cant wait to see how foldables evolve. :)"
UgwRI60nDaE4zg_sxYV4AaABAg,look Flip phone&#39;s are cool but for some reason if someone were to purchase this phone the Person would be CONSTANTLY keep looking at the phone looking for defaults like creases and would not actually enjoy the phone But only to be worring about the defects..PASS
UgwjBAIXapumdlGJNZN4AaABAg,Damn Samsung underwhelms again. Maybe next year
UgyQ2vsQ3fttmyOo8fZ4AaABAg,Till holding my S21 ultra still doing good job🤝
UgywDuETy2QIXP_nl794AaABAg,"i hate the useless curved edge. i would like a fold, but they are too fragile."
UgzzPmSpQ-47kcqiBtd4AaABAg,and people say apple doesn&#39;t inovate
UgxOexy3rAAmWDDhJTx4AaABAg,they need to come out with a cheaper folding phone
UgwPGRMOtC1HOXwPOfh4AaABAg,"Everyone&#39;s going to have their own needs. Most people I know love the S23 / iPhone14 form factor, so the Flip is perfect for them. And they all have a separate tablet. So seriously if that&#39;s what works, go with it and get an S23 or an iPhone. It&#39;s still a great option.<br>What never gets mentioned about that tall, narrow screen is: I&#39;m clumsy. I drop everything. But that tall, skinny form factor I&#39;ve never dropped (Fold 1, 3.5 yrs of daily use). It sits so much better in your hand. That, for me, is THE use case for a Fold. Mobile optimised on the front, everything else you&#39;re using the internal screen (inc heavy use of desktop only web apps)."
Ugx0MuamX3Wb2oyUanJ4AaABAg,"Actually yes I did know that was the z fold 4.  Look where the flash is.<br>Also, every iPhone looks the same too.  Just because you put different lens housings in the back doesn&#39;t mean it&#39;s a different design dude.  I thought you were supposed to be an expert...."
